Family,Genus,Species,Type,Seed_plant_Fern
Araceae,Stenospermation,Stenospermation_multiovulatum,Epiphyte,Seed plant
Araceae,Stenospermation,Stenospermation_rusbyi,Epiphyte,Seed plant
Araceae,Stenospermation,Stenospermation_sp_1,Epiphyte,Seed plant
Araceae,Stenospermation,Stenospermation_spruceanum,Epiphyte,Seed plant
Araceae,Stenospermation,Stenospermation_zeacarpium,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_chiapense,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_DAJL49,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_macrocarpum,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_MJC225,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_MJC338,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_neglectum,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_podophyllum,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_sagittatum,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_salvadorense,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_sp93,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_VGJ170,Epiphyte,Seed plant
Araceae,Syngonium,Syngonium_yurimaguense,Epiphyte,Seed plant
Araliaceae,Aralia,Aralia_soratensis,Host,Seed plant
Araliaceae,Dendropanax,Dendropanax_arboreus,Host,Seed plant
Araliaceae,Dendropanax,Dendropanax_cuneatus,Host,Seed plant
Araliaceae,Dendropanax,Dendropanax_SB01,Host,Seed plant
Araliaceae,Oreopanax,Oreopanax_acerifolius,Epiphyte,Seed plant
Araliaceae,Oreopanax,Oreopanax_capitatus,Host,Seed plant
Araliaceae,Oreopanax,Oreopanax_confusus,Epiphyte,Seed plant
Araliaceae,Oreopanax,Oreopanax_flaccidus,Epiphyte,Seed plant
Araliaceae,Oreopanax,Oreopanax_guatemalensis,Epiphyte,Seed plant
Araliaceae,Oreopanax,Oreopanax_liebmannii,Host,Seed plant
Araliaceae,Oreopanax,Oreopanax_PH001,Host,Seed plant
Araliaceae,Oreopanax,Oreopanax_sanderianus,Epiphyte,Seed plant
Araliaceae,Oreopanax,Oreopanax_sp,Host,Seed plant
Araliaceae,Oreopanax,Oreopanax_steinbachianus,Host,Seed plant
Araliaceae,Oreopanax,Oreopanax_xalapensis,Host,Seed plant
Araliaceae,Schefflera,Schefflera_actinophylla,Host,Seed plant
Araliaceae,Schefflera,Schefflera_angustissima,Host,Seed plant
Araliaceae,Schefflera,Schefflera_calva,Host,Seed plant
Araliaceae,Schefflera,Schefflera_LMN0001,Host,Seed plant
Araliaceae,Schefflera,Schefflera_LMN0003,Epiphyte,Seed plant
Araliaceae,Schefflera,Schefflera_macrocarpa,Host,Seed plant
Araliaceae,Schefflera,Schefflera_quinduensis,Epiphyte,Seed plant
Araliaceae,Schefflera,Schefflera_sp_1WerTr,Epiphyte,Seed plant
Araliaceae,Schefflera,Schefflera_sp_2WerTr,Epiphyte,Seed plant
Araliaceae,Schefflera,Schefflera_sprucei,Epiphyte,Seed plant
Araucariaceae,Araucaria,Araucaria_angustifolia,Host,Seed plant
Arecaceae,Astrocaryum,Astrocaryum_aculeatum,Host,Seed plant
Arecaceae,Astrocaryum,Astrocaryum_murumuru,Host,Seed plant
Arecaceae,Attalea,Attalea_maripa,Host,Seed plant
Arecaceae,Attalea,Attalea_phalerata,Host,Seed plant
Arecaceae,Bactris,Bactris_gasipaes,Host,Seed plant
Arecaceae,Brahea,Brahea_calcarata,Host,Seed plant
Arecaceae,Caryota,Caryota_urens,Host,Seed plant
Arecaceae,Dypsis,Dypsis_lutescens,Host,Seed plant
Arecaceae,Euterpe,Euterpe_edulis,Host,Seed plant
Arecaceae,Euterpe,Euterpe_precatoria,Host,Seed plant
Arecaceae,Iriartea,Iriartea_deltoidea,Host,Seed plant
Arecaceae,Leopoldinia,Leopoldinia_pulchra,Host,Seed plant
Arecaceae,Livistona,Livistona_chinensis,Host,Seed plant
Arecaceae,Oenocarpus,Oenocarpus_bacaba,Host,Seed plant
Arecaceae,Oenocarpus,Oenocarpus_bataua,Host,Seed plant
Arecaceae,Phoenix,Phoenix_roebelenii,Host,Seed plant
Arecaceae,Raphia,Raphia_farinifera,Host,Seed plant
Arecaceae,Roystonea,Roystonea_oleracea,Host,Seed plant
Arecaceae,Socratea,Socratea_exorrhiza,Host,Seed plant
Arecaceae,Syagrus,Syagrus_LMN0001,Host,Seed plant
Arecaceae,Syagrus,Syagrus_romanzoffiana,Host,Seed plant
Asparagaceae,Dracaena,Dracaena_LMN0001,Host,Seed plant
Asparagaceae,Maianthemum,Maianthemum_amoenum,Epiphyte,Seed plant
Asparagaceae,Maianthemum,Maianthemum_flexuosum,Epiphyte,Seed plant
Asparagaceae,Maianthemum,Maianthemum_paniculatum,Epiphyte,Seed plant
Asparagaceae,Maianthemum,Maianthemum_scilloideum,Epiphyte,Seed plant
Asparagaceae,Yucca,Yucca_gigantea,Host,Seed plant
Aspleniaceae,Asplenium,Asplenium_affserra,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_alatum,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_angolense,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_auriculatum,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_bangii,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_cirrhatum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_cuspidatum,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_feei,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_flabellifolium,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_gastonis,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_geraense,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_harmanii,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_hastatum,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_incisum,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_juglandifolium,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_JWsp1,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_linearifolium,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_LMN0001,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_LMN0005,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_LMN0006,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_LMN0007,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_LMN0009,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_miradorense,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_monanthes,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_mucronatum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_oligophyllum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_praemorsum,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_pteropus,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_pulchellum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_raddianum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_repandulum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_resiliens,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_rigidum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_rutaceum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_salicifolium,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_seileri,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_serra,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_sp,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_sp_1WerTr,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_sp_2WerTr,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_sp39,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_sp80,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_sphaerosporum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_stuebelianum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_sulcatum,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_theciferum,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_tricholepis,Epiphyte,Fern
Aspleniaceae,Asplenium,Asplenium_truncatum,Epiphyte,Seed plant
Aspleniaceae,Asplenium,Asplenium_VGJ667,Epiphyte,Seed plant
Asteraceae,Critoniopsis,Critoniopsis_floribunda,Host,Seed plant
Asteraceae,Eremanthus,Eremanthus_erythropappus,Host,Seed plant
Asteraceae,Fulcaldea,Fulcaldea_laurifolia,Host,Seed plant
Asteraceae,Gochnatia,Gochnatia_polymorpha,Host,Seed plant
Asteraceae,Mikania,Mikania_ALG01,Epiphyte,Seed plant
Asteraceae,Mikania,Mikania_biformis,Host,Seed plant
Asteraceae,Mikania,Mikania_mattos_silvae,Host,Seed plant
Asteraceae,Mikania,Mikania_sp_1,Epiphyte,Seed plant
Asteraceae,Moquiniastrum,Moquiniastrum_polymorphum,Host,Seed plant
Asteraceae,Nelsonianthus,Nelsonianthus_tapianus,Epiphyte,Seed plant
Asteraceae,Neomirandea,Neomirandea_araliifolia,Epiphyte,Seed plant
Asteraceae,Neomirandea,Neomirandea_JWsp1,Epiphyte,Seed plant
Asteraceae,Pentacalia,Pentacalia_riotintis,Epiphyte,Seed plant
Asteraceae,Pentacalia,Pentacalia_sp_1WerTr,Epiphyte,Seed plant
Asteraceae,Piptocarpha,Piptocarpha_macropoda,Host,Seed plant
Asteraceae,Piptocarpha,Piptocarpha_sp07,Host,Seed plant
Asteraceae,Piptocoma,Piptocoma_discolor,Host,Seed plant
Asteraceae,Sinclairia,Sinclairia_discolor,Epiphyte,Seed plant
Asteraceae,Verbesina,Verbesina_ayabacensis,Host,Seed plant
Asteraceae,Vernonanthura,Vernonanthura_diffusa,Host,Seed plant
Asteraceae,Vernonanthura,Vernonanthura_discolor,Host,Seed plant
Asteraceae,Vernonanthura,Vernonanthura_divaricata,Host,Seed plant
Asteraceae,Vernonanthura,Vernonanthura_phosphorica,Host,Seed plant
Athyriaceae,Athyrium,Athyrium_scandicinum,Epiphyte,Fern
Athyriaceae,Diplazium,Diplazium_pycnocarpon,Epiphyte,Seed plant
Athyriaceae,Diplazium,Diplazium_sp_1WerTr,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_AMB4142,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_fruticosa,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_glabra,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_JWsp1,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_kalbreyeri,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_MJC739,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_paleata,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_radicans,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_rossmanniae,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_sp_1WerTr,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_sp_2WerTr,Epiphyte,Seed plant
Begoniaceae,Begonia,Begonia_tropaeolifolia,Epiphyte,Seed plant
Betulaceae,Alnus,Alnus_acuminata,Host,Seed plant
Betulaceae,Carpinus,Carpinus_caroliniana,Host,Seed plant
Betulaceae,Ostrya,Ostrya_virginiana,Host,Seed plant
Bignoniaceae,Amphilophium,Amphilophium_crucigerum,Host,Seed plant
Bignoniaceae,Amphilophium,Amphilophium_pannosum,Epiphyte,Seed plant
Bignoniaceae,Amphitecna,Amphitecna_tuxtlensis,Host,Seed plant
Bignoniaceae,Crescentia,Crescentia_cujete,Host,Seed plant
Bignoniaceae,Godmania,Godmania_aesculifolia,Host,Seed plant
Bignoniaceae,Handroanthus,Handroanthus_AM09,Host,Seed plant
Bignoniaceae,Handroanthus,Handroanthus_barbatus,Host,Seed plant
Bignoniaceae,Handroanthus,Handroanthus_chrysotrichus,Host,Seed plant
Bignoniaceae,Handroanthus,Handroanthus_guayacan,Host,Seed plant
Bignoniaceae,Handroanthus,Handroanthus_heptaphyllus,Host,Seed plant
Bignoniaceae,Handroanthus,Handroanthus_impetiginosus,Host,Seed plant
Bignoniaceae,Handroanthus,Handroanthus_ochraceus,Host,Seed plant
Bignoniaceae,Handroanthus,Handroanthus_serratifolius,Host,Seed plant
Bignoniaceae,Jacaranda,Jacaranda_copaia,Host,Seed plant
Bignoniaceae,Jacaranda,Jacaranda_mimosaefolia,Host,Seed plant
Bignoniaceae,Jacaranda,Jacaranda_puberula,Host,Seed plant
Bignoniaceae,Mansoa,Mansoa_parvifolia,Epiphyte,Seed plant
Bignoniaceae,Spathodea,Spathodea_campanulata,Host,Seed plant
Bignoniaceae,Tabebuia,Tabebuia_chrysantha,Host,Seed plant
Bignoniaceae,Tabebuia,Tabebuia_heptaphylla,Host,Seed plant
Bignoniaceae,Tabebuia,Tabebuia_LMN0001,Host,Seed plant
Bignoniaceae,Tabebuia,Tabebuia_LMN0002,Host,Seed plant
Bignoniaceae,Tabebuia,Tabebuia_ochracea,Host,Seed plant
Bignoniaceae,Tabebuia,Tabebuia_roseae,Host,Seed plant
Bixaceae,Cochlospermum,Cochlospermum_orinocense,Host,Seed plant
Blechnaceae,Blechnum,Blechnum_acutum,Epiphyte,Seed plant
Blechnaceae,Blechnum,Blechnum_binervatum,Epiphyte,Fern
Blechnaceae,Blechnum,Blechnum_ensiforme,Epiphyte,Fern
Blechnaceae,Blechnum,Blechnum_fragile,Epiphyte,Fern
Blechnaceae,Blechnum,Blechnum_glandulosum,Epiphyte,Fern
Blechnaceae,Blechnum,Blechnum_occidentale,Epiphyte,Fern
Blechnaceae,Blechnum,Blechnum_polypodioides,Epiphyte,Fern
Blechnaceae,Blechnum,Blechnum_SB01,Epiphyte,Seed plant
Blechnaceae,Blechnum,Blechnum_stipitellatum,Epiphyte,Fern
Blechnaceae,Lomaridium,Lomaridium_plumieri,Epiphyte,Seed plant
Blechnaceae,Salpichlaena,Salpichlaena_volubilis,Epiphyte,Fern
Bromeliaceae,Acanthostachys,Acanthostachys_strobilacea,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_ALG01,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_angustifolia,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_aquilega,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_brachyclada,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_bromeliifolia,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_chantinii,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_coelestis,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_conferta,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_correia_arauji,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_cylindrata,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_discordiae,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_fuerstenbergii,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_hoppii,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_lamarchei,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_LMN0003,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_longicuspis,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_lueddemanniana,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_mertensii,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_mexicana,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_MVI001,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_MVI002,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_MVI003,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_nudicaulis,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_organensis,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_ornata,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_penduliflora,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_ramosa,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_reclinata,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_rodriguesiana,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_romeroi,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_sergipana,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_setigera,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_spPasP1,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_tillandsioides,Epiphyte,Seed plant
Bromeliaceae,Aechmea,Aechmea_vallerandii,Epiphyte,Seed plant
Bromeliaceae,Araeococcus,Araeococcus_micranthus,Epiphyte,Seed plant
Bromeliaceae,Araeococcus,Araeococcus_parviflorus,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_alfonsi_joannis,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_AM02,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_distachia,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_horrida,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_LMN0004,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_MVI006,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_MVI007,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_nutans,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_porteana,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_robert_readii,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_rosea,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_vittata,Epiphyte,Seed plant
Bromeliaceae,Billbergia,Billbergia_zebrina,Epiphyte,Seed plant
Bromeliaceae,Canistrum,Canistrum_cyathiforme,Epiphyte,Seed plant
Bromeliaceae,Canistrum,Canistrum_fragrans,Epiphyte,Seed plant
Bromeliaceae,Canistrum,Canistrum_giganteum,Epiphyte,Seed plant
Bromeliaceae,Canistrum,Canistrum_superbum,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_berteroniana,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_floribunda,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_JWsp1,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_montana,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_morreniana,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_nitida,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_nutans,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_occulta,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_paniculata,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_sessiliflora,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_subulata,Epiphyte,Seed plant
Bromeliaceae,Catopsis,Catopsis_VGJ717,Epiphyte,Seed plant
Bromeliaceae,Greigia,Greigia_danielii,Epiphyte,Seed plant
Bromeliaceae,Greigia,Greigia_silvicola,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_besseae,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_bracteosa,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_calamifolia,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_CMA44,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_condensata,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_coriostachya,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_cuzcoensis,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_fosteriana,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_globosa,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_killipiana,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_laeta,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_lindenii,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_madisonii,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_marantoidea,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_mitis,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_MJC390,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_MJC462,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_MJC850,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_monostachia,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_morreniana,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_musaica,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_paniculata,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_pattersoniae,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_pleiosticha,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_retusa,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_rhonhofiana,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_roezlii,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sanguinea,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_SB01,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_scherzeriana,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sp_1,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sp_12WerTr,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sp_14WerTr,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sp_1WerTr,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sp_2,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sp_2WerTr,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sp_7WerTr,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sp_nov_WerTr,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_sphaeroidea,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_squarrosa,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_subcorymbosa,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_triangularis,Epiphyte,Seed plant
Bromeliaceae,Guzmania,Guzmania_vittata,Epiphyte,Seed plant
Bromeliaceae,Mezobromelia,Mezobromelia_capituligera,Epiphyte,Seed plant
Bromeliaceae,Neoregelia,Neoregelia_eleutheropetala,Epiphyte,Seed plant
Bromeliaceae,Neoregelia,Neoregelia_ibitipocensis,Epiphyte,Seed plant
Bromeliaceae,Neoregelia,Neoregelia_laevis,Epiphyte,Seed plant
Bromeliaceae,Nidularium,Nidularium_amazonicum,Epiphyte,Seed plant
Bromeliaceae,Nidularium,Nidularium_campo_alegrensis,Epiphyte,Seed plant
Bromeliaceae,Nidularium,Nidularium_ferdinando_coburgii,Epiphyte,Seed plant
Bromeliaceae,Nidularium,Nidularium_innocentii,Epiphyte,Seed plant
Bromeliaceae,Nidularium,Nidularium_procerum,Epiphyte,Seed plant
Bromeliaceae,Pitcairnia,Pitcairnia_arcuata,Epiphyte,Seed plant
Bromeliaceae,Pitcairnia,Pitcairnia_brittoniana,Epiphyte,Seed plant
Bromeliaceae,Pitcairnia,Pitcairnia_heterophylla,Epiphyte,Seed plant
Bromeliaceae,Pitcairnia,Pitcairnia_prolifera,Epiphyte,Seed plant
Bromeliaceae,Pitcairnia,Pitcairnia_riparia,Epiphyte,Seed plant
Bromeliaceae,Pitcairnia,Pitcairnia_sp_1,Epiphyte,Seed plant
Bromeliaceae,Pitcairnia,Pitcairnia_sp_2,Epiphyte,Seed plant
Bromeliaceae,Portea,Portea_petropolitana,Epiphyte,Seed plant
Bromeliaceae,Racinaea,Racinaea_CMA118,Epiphyte,Seed plant
Bromeliaceae,Racinaea,Racinaea_sp_1WerTr,Epiphyte,Seed plant
Bromeliaceae,Racinaea,Racinaea_spiculosa,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_aeranthos,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_anceps,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_argentea,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_balbisiana,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_barbeyana,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_biflora,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_bongarana,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_botterii,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_brachycaulos,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_bulbosa,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_butzii,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_caerulea,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_capillaris,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_cardenasii,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_CMA53,Epiphyte,Seed plant
Bromeliaceae,Tillandsia,Tillandsia_comarapaensis,Epiphyte,Seed plant
